placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2026-01-01 00:00:00,2026-01-02 00:00:00,0
fukui-station-east-entrance,Person,2026-01-02 00:00:00,2026-01-03 00:00:00,0
fukui-station-east-entrance,Person,2026-01-03 00:00:00,2026-01-04 00:00:00,0
fukui-station-east-entrance,Person,2026-01-04 00:00:00,2026-01-05 00:00:00,0
fukui-station-east-entrance,Person,2026-01-05 00:00:00,2026-01-06 00:00:00,0
fukui-station-east-entrance,Person,2026-01-06 00:00:00,2026-01-07 00:00:00,4743
fukui-station-east-entrance,Person,2026-01-07 00:00:00,2026-01-08 00:00:00,5541
fukui-station-east-entrance,Person,2026-01-08 00:00:00,2026-01-09 00:00:00,4652
fukui-station-east-entrance,Person,2026-01-09 00:00:00,2026-01-10 00:00:00,6611
fukui-station-east-entrance,Person,2026-01-10 00:00:00,2026-01-11 00:00:00,11095
fukui-station-east-entrance,Person,2026-01-11 00:00:00,2026-01-12 00:00:00,8638
fukui-station-east-entrance,Person,2026-01-12 00:00:00,2026-01-13 00:00:00,6810
fukui-station-east-entrance,Person,2026-01-13 00:00:00,2026-01-14 00:00:00,4992
fukui-station-east-entrance,Person,2026-01-14 00:00:00,2026-01-15 00:00:00,6192
fukui-station-east-entrance,Person,2026-01-15 00:00:00,2026-01-16 00:00:00,6041
fukui-station-east-entrance,Person,2026-01-16 00:00:00,2026-01-17 00:00:00,6258
fukui-station-east-entrance,Person,2026-01-17 00:00:00,2026-01-18 00:00:00,6393
fukui-station-east-entrance,Person,2026-01-18 00:00:00,2026-01-19 00:00:00,7973
fukui-station-east-entrance,Person,2026-01-19 00:00:00,2026-01-20 00:00:00,5581
fukui-station-east-entrance,Person,2026-01-20 00:00:00,2026-01-21 00:00:00,6005
fukui-station-east-entrance,Person,2026-01-21 00:00:00,2026-01-22 00:00:00,5640
fukui-station-east-entrance,Person,2026-01-22 00:00:00,2026-01-23 00:00:00,3729
fukui-station-east-entrance,Person,2026-01-23 00:00:00,2026-01-24 00:00:00,6173
fukui-station-east-entrance,Person,2026-01-24 00:00:00,2026-01-25 00:00:00,6282
fukui-station-east-entrance,Person,2026-01-25 00:00:00,2026-01-26 00:00:00,6686
fukui-station-east-entrance,Person,2026-01-26 00:00:00,2026-01-27 00:00:00,5757
fukui-station-east-entrance,Person,2026-01-27 00:00:00,2026-01-28 00:00:00,5776
fukui-station-east-entrance,Person,2026-01-28 00:00:00,2026-01-29 00:00:00,5908
fukui-station-east-entrance,Person,2026-01-29 00:00:00,2026-01-30 00:00:00,5976
fukui-station-east-entrance,Person,2026-01-30 00:00:00,2026-01-31 00:00:00,7387
fukui-station-east-entrance,Person,2026-01-31 00:00:00,2026-02-01 00:00:00,8055
