placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2025-04-04 00:00:00,2025-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 01:00:00,2025-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 02:00:00,2025-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 03:00:00,2025-04-04 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 04:00:00,2025-04-04 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 05:00:00,2025-04-04 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 06:00:00,2025-04-04 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 07:00:00,2025-04-04 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 08:00:00,2025-04-04 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 09:00:00,2025-04-04 10:00:00,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 10:00:00,2025-04-04 11:00:00,17,0,8,0,2,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 11:00:00,2025-04-04 12:00:00,29,0,9,4,1,2,3,0,1,1,0,1,0,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 12:00:00,2025-04-04 13:00:00,55,0,13,5,7,9,5,0,0,0,0,5,6,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 13:00:00,2025-04-04 14:00:00,52,0,18,6,3,6,6,2,0,0,0,1,1,3,2,1,2,0,0,0,1,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 14:00:00,2025-04-04 15:00:00,40,0,5,4,2,5,2,1,4,1,0,6,1,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 15:00:00,2025-04-04 16:00:00,40,0,3,2,0,2,4,3,2,1,0,5,3,4,1,2,3,3,2,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 16:00:00,2025-04-04 17:00:00,52,0,12,8,3,4,0,1,0,0,0,5,6,2,3,5,2,0,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 17:00:00,2025-04-04 18:00:00,14,0,4,1,0,1,2,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 18:00:00,2025-04-04 19:00:00,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 19:00:00,2025-04-04 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 20:00:00,2025-04-04 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 21:00:00,2025-04-04 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 22:00:00,2025-04-04 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-04-04 23:00:00,2025-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
