placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2025-11-16 00:00:00,2025-11-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 01:00:00,2025-11-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 02:00:00,2025-11-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 03:00:00,2025-11-16 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 04:00:00,2025-11-16 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 05:00:00,2025-11-16 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 06:00:00,2025-11-16 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 07:00:00,2025-11-16 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 08:00:00,2025-11-16 09:00:00,23,0,7,2,1,1,1,4,1,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 09:00:00,2025-11-16 10:00:00,52,0,7,4,3,3,3,1,2,1,0,5,0,5,6,6,5,1,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 10:00:00,2025-11-16 11:00:00,40,1,7,0,4,1,3,2,1,2,0,2,1,3,4,2,4,2,0,0,0,0,0,1,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 11:00:00,2025-11-16 12:00:00,46,1,13,2,1,0,1,3,3,2,0,2,2,4,4,3,4,0,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 12:00:00,2025-11-16 13:00:00,52,0,22,2,2,6,1,2,1,4,0,1,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 13:00:00,2025-11-16 14:00:00,40,1,7,6,3,3,2,1,3,0,0,3,4,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 14:00:00,2025-11-16 15:00:00,41,0,14,6,0,5,1,0,0,0,0,6,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 15:00:00,2025-11-16 16:00:00,36,0,12,5,3,2,1,2,0,0,0,3,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 16:00:00,2025-11-16 17:00:00,79,3,28,4,6,7,6,3,2,0,0,6,3,1,4,3,1,0,1,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 17:00:00,2025-11-16 18:00:00,44,0,16,2,3,9,1,0,3,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 18:00:00,2025-11-16 19:00:00,49,0,14,6,3,4,1,1,0,2,0,8,2,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 19:00:00,2025-11-16 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 20:00:00,2025-11-16 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 21:00:00,2025-11-16 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 22:00:00,2025-11-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-11-16 23:00:00,2025-11-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
