placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2026-03-19 00:00:00,2026-03-19 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 01:00:00,2026-03-19 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 02:00:00,2026-03-19 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 03:00:00,2026-03-19 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 04:00:00,2026-03-19 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 05:00:00,2026-03-19 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 06:00:00,2026-03-19 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 07:00:00,2026-03-19 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 08:00:00,2026-03-19 09:00:00,10,0,6,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 09:00:00,2026-03-19 10:00:00,39,1,17,0,2,1,4,1,2,1,0,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 10:00:00,2026-03-19 11:00:00,39,0,15,1,6,3,2,1,2,0,0,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 11:00:00,2026-03-19 12:00:00,30,0,13,3,0,3,2,2,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 12:00:00,2026-03-19 13:00:00,37,1,7,2,6,5,0,1,0,1,0,2,3,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 13:00:00,2026-03-19 14:00:00,41,0,15,2,3,4,2,2,1,0,0,0,2,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 14:00:00,2026-03-19 15:00:00,30,0,8,2,4,3,1,2,0,0,0,3,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 15:00:00,2026-03-19 16:00:00,24,0,4,3,1,4,1,0,1,0,0,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 16:00:00,2026-03-19 17:00:00,35,0,10,3,2,2,3,3,0,1,0,2,1,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 17:00:00,2026-03-19 18:00:00,24,0,11,1,0,1,1,3,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 18:00:00,2026-03-19 19:00:00,48,0,19,4,2,3,2,1,1,0,0,7,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 19:00:00,2026-03-19 20:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 20:00:00,2026-03-19 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 21:00:00,2026-03-19 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 22:00:00,2026-03-19 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-19 23:00:00,2026-03-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
