placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-03-01 00:00:00,2025-03-02 00:00:00,10073
tojinbo-shotaro,Person,2025-03-02 00:00:00,2025-03-03 00:00:00,7038
tojinbo-shotaro,Person,2025-03-03 00:00:00,2025-03-04 00:00:00,4276
tojinbo-shotaro,Person,2025-03-04 00:00:00,2025-03-05 00:00:00,3699
tojinbo-shotaro,Person,2025-03-05 00:00:00,2025-03-06 00:00:00,3428
tojinbo-shotaro,Person,2025-03-06 00:00:00,2025-03-07 00:00:00,4746
tojinbo-shotaro,Person,2025-03-07 00:00:00,2025-03-08 00:00:00,5834
tojinbo-shotaro,Person,2025-03-08 00:00:00,2025-03-09 00:00:00,8921
tojinbo-shotaro,Person,2025-03-09 00:00:00,2025-03-10 00:00:00,11166
tojinbo-shotaro,Person,2025-03-10 00:00:00,2025-03-11 00:00:00,6780
tojinbo-shotaro,Person,2025-03-11 00:00:00,2025-03-12 00:00:00,5721
tojinbo-shotaro,Person,2025-03-12 00:00:00,2025-03-13 00:00:00,8173
tojinbo-shotaro,Person,2025-03-13 00:00:00,2025-03-14 00:00:00,6335
tojinbo-shotaro,Person,2025-03-14 00:00:00,2025-03-15 00:00:00,7051
tojinbo-shotaro,Person,2025-03-15 00:00:00,2025-03-16 00:00:00,11139
tojinbo-shotaro,Person,2025-03-16 00:00:00,2025-03-17 00:00:00,7029
tojinbo-shotaro,Person,2025-03-17 00:00:00,2025-03-18 00:00:00,5398
tojinbo-shotaro,Person,2025-03-18 00:00:00,2025-03-19 00:00:00,8107
tojinbo-shotaro,Person,2025-03-19 00:00:00,2025-03-20 00:00:00,3746
tojinbo-shotaro,Person,2025-03-20 00:00:00,2025-03-21 00:00:00,10614
tojinbo-shotaro,Person,2025-03-21 00:00:00,2025-03-22 00:00:00,11600
tojinbo-shotaro,Person,2025-03-22 00:00:00,2025-03-23 00:00:00,14368
tojinbo-shotaro,Person,2025-03-23 00:00:00,2025-03-24 00:00:00,14003
tojinbo-shotaro,Person,2025-03-24 00:00:00,2025-03-25 00:00:00,7606
tojinbo-shotaro,Person,2025-03-25 00:00:00,2025-03-26 00:00:00,8516
tojinbo-shotaro,Person,2025-03-26 00:00:00,2025-03-27 00:00:00,10227
tojinbo-shotaro,Person,2025-03-27 00:00:00,2025-03-28 00:00:00,9514
tojinbo-shotaro,Person,2025-03-28 00:00:00,2025-03-29 00:00:00,8584
tojinbo-shotaro,Person,2025-03-29 00:00:00,2025-03-30 00:00:00,14506
tojinbo-shotaro,Person,2025-03-30 00:00:00,2025-03-31 00:00:00,11474
tojinbo-shotaro,Person,2025-03-31 00:00:00,2025-04-01 00:00:00,11155
