placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2025-08-26 00:00:00,2025-08-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 01:00:00,2025-08-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 02:00:00,2025-08-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 03:00:00,2025-08-26 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 04:00:00,2025-08-26 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 05:00:00,2025-08-26 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 06:00:00,2025-08-26 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 07:00:00,2025-08-26 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 08:00:00,2025-08-26 09:00:00,14,0,2,4,3,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 09:00:00,2025-08-26 10:00:00,22,0,9,1,1,2,3,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 10:00:00,2025-08-26 11:00:00,43,1,20,1,1,2,4,5,1,0,0,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 11:00:00,2025-08-26 12:00:00,38,0,11,3,3,7,2,4,0,1,0,0,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 12:00:00,2025-08-26 13:00:00,31,1,10,2,5,2,1,5,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 13:00:00,2025-08-26 14:00:00,19,0,8,2,1,1,2,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 14:00:00,2025-08-26 15:00:00,30,0,12,3,1,1,1,0,1,0,0,0,2,0,4,3,0,1,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 15:00:00,2025-08-26 16:00:00,35,0,13,3,4,2,3,0,1,0,0,2,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 16:00:00,2025-08-26 17:00:00,29,0,8,2,2,6,1,0,2,2,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 17:00:00,2025-08-26 18:00:00,31,1,11,2,1,3,1,1,0,1,0,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 18:00:00,2025-08-26 19:00:00,32,0,15,0,2,5,0,0,1,0,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 19:00:00,2025-08-26 20:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 20:00:00,2025-08-26 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 21:00:00,2025-08-26 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 22:00:00,2025-08-26 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-26 23:00:00,2025-08-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
