placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2025-08-14 00:00:00,2025-08-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 01:00:00,2025-08-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 02:00:00,2025-08-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 03:00:00,2025-08-14 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 04:00:00,2025-08-14 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 05:00:00,2025-08-14 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 06:00:00,2025-08-14 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 07:00:00,2025-08-14 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 08:00:00,2025-08-14 09:00:00,14,1,6,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 09:00:00,2025-08-14 10:00:00,74,0,21,12,7,5,3,6,2,3,0,5,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 10:00:00,2025-08-14 11:00:00,89,1,31,8,7,8,9,3,2,0,0,6,2,5,4,1,0,2,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 11:00:00,2025-08-14 12:00:00,58,1,19,7,3,5,5,2,0,1,0,4,4,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0
fukui-station-east-entrance,Face,2025-08-14 12:00:00,2025-08-14 13:00:00,58,0,22,5,1,7,3,3,1,1,1,6,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 13:00:00,2025-08-14 14:00:00,58,0,22,5,3,7,4,3,2,1,0,3,1,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 14:00:00,2025-08-14 15:00:00,69,1,29,6,8,6,2,3,0,0,0,7,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 15:00:00,2025-08-14 16:00:00,70,0,32,6,7,5,6,3,0,1,0,3,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 16:00:00,2025-08-14 17:00:00,60,0,24,7,1,2,2,2,2,0,0,4,1,5,4,2,1,2,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 17:00:00,2025-08-14 18:00:00,56,3,21,2,9,4,1,0,1,0,0,2,2,2,1,6,2,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 18:00:00,2025-08-14 19:00:00,59,0,33,2,4,7,1,2,1,0,0,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 19:00:00,2025-08-14 20:00:00,7,0,2,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 20:00:00,2025-08-14 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 21:00:00,2025-08-14 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 22:00:00,2025-08-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-08-14 23:00:00,2025-08-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
