placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-02-13 09:00:00,2025-02-13 09:05:00,38
tojinbo-shotaro,Person,2025-02-13 09:05:00,2025-02-13 09:10:00,27
tojinbo-shotaro,Person,2025-02-13 09:10:00,2025-02-13 09:15:00,17
tojinbo-shotaro,Person,2025-02-13 09:15:00,2025-02-13 09:20:00,20
tojinbo-shotaro,Person,2025-02-13 09:20:00,2025-02-13 09:25:00,23
tojinbo-shotaro,Person,2025-02-13 09:25:00,2025-02-13 09:30:00,24
tojinbo-shotaro,Person,2025-02-13 09:30:00,2025-02-13 09:35:00,33
tojinbo-shotaro,Person,2025-02-13 09:35:00,2025-02-13 09:40:00,23
tojinbo-shotaro,Person,2025-02-13 09:40:00,2025-02-13 09:45:00,29
tojinbo-shotaro,Person,2025-02-13 09:45:00,2025-02-13 09:50:00,14
tojinbo-shotaro,Person,2025-02-13 09:50:00,2025-02-13 09:55:00,21
tojinbo-shotaro,Person,2025-02-13 09:55:00,2025-02-13 10:00:00,6
