placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2025-10-29 00:00:00,2025-10-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 01:00:00,2025-10-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 02:00:00,2025-10-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 03:00:00,2025-10-29 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 04:00:00,2025-10-29 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 05:00:00,2025-10-29 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 06:00:00,2025-10-29 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 07:00:00,2025-10-29 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 08:00:00,2025-10-29 09:00:00,7,0,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 09:00:00,2025-10-29 10:00:00,54,0,14,2,2,5,4,3,1,3,0,4,2,3,3,4,1,2,0,0,0,0,0,1,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 10:00:00,2025-10-29 11:00:00,38,0,7,5,3,3,2,5,1,2,0,3,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 11:00:00,2025-10-29 12:00:00,35,0,4,3,2,0,3,2,2,0,0,3,2,0,5,1,3,4,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 12:00:00,2025-10-29 13:00:00,50,1,13,3,2,3,2,1,0,2,0,7,7,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 13:00:00,2025-10-29 14:00:00,23,0,5,1,2,1,3,1,1,0,0,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 14:00:00,2025-10-29 15:00:00,31,2,11,1,1,3,3,4,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 15:00:00,2025-10-29 16:00:00,47,1,21,5,2,4,0,1,0,1,0,3,1,1,4,0,1,1,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 16:00:00,2025-10-29 17:00:00,48,0,16,3,2,4,2,4,0,0,0,3,2,2,6,1,1,0,1,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 17:00:00,2025-10-29 18:00:00,15,0,6,1,0,1,0,0,1,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 18:00:00,2025-10-29 19:00:00,47,0,24,3,2,6,6,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 19:00:00,2025-10-29 20:00:00,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 20:00:00,2025-10-29 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 21:00:00,2025-10-29 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 22:00:00,2025-10-29 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-29 23:00:00,2025-10-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
