placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2025-10-10 00:00:00,2025-10-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 01:00:00,2025-10-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 02:00:00,2025-10-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 03:00:00,2025-10-10 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 04:00:00,2025-10-10 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 05:00:00,2025-10-10 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 06:00:00,2025-10-10 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 07:00:00,2025-10-10 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 08:00:00,2025-10-10 09:00:00,24,1,11,1,0,3,2,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 09:00:00,2025-10-10 10:00:00,35,0,4,5,2,3,1,6,0,0,0,4,0,1,5,1,1,2,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 10:00:00,2025-10-10 11:00:00,50,0,16,3,5,3,3,1,0,2,0,3,1,2,4,1,3,1,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 11:00:00,2025-10-10 12:00:00,50,0,5,1,2,9,8,4,4,3,0,4,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 12:00:00,2025-10-10 13:00:00,25,1,15,0,0,3,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 13:00:00,2025-10-10 14:00:00,38,0,15,3,2,3,1,2,0,2,0,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 14:00:00,2025-10-10 15:00:00,34,1,12,2,2,2,2,1,0,1,0,5,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 15:00:00,2025-10-10 16:00:00,48,0,11,4,4,10,6,1,1,0,0,4,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 16:00:00,2025-10-10 17:00:00,57,0,23,3,2,7,4,3,2,0,0,1,1,6,1,2,2,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 17:00:00,2025-10-10 18:00:00,20,0,6,2,2,1,1,1,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 18:00:00,2025-10-10 19:00:00,35,0,19,2,2,2,6,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 19:00:00,2025-10-10 20:00:00,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 20:00:00,2025-10-10 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 21:00:00,2025-10-10 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 22:00:00,2025-10-10 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-10-10 23:00:00,2025-10-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
