placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-07-14 09:00:00,2025-07-14 09:05:00,12
tojinbo-shotaro,Person,2025-07-14 09:05:00,2025-07-14 09:10:00,11
tojinbo-shotaro,Person,2025-07-14 09:10:00,2025-07-14 09:15:00,17
tojinbo-shotaro,Person,2025-07-14 09:15:00,2025-07-14 09:20:00,33
tojinbo-shotaro,Person,2025-07-14 09:20:00,2025-07-14 09:25:00,15
tojinbo-shotaro,Person,2025-07-14 09:25:00,2025-07-14 09:30:00,8
tojinbo-shotaro,Person,2025-07-14 09:30:00,2025-07-14 09:35:00,31
tojinbo-shotaro,Person,2025-07-14 09:35:00,2025-07-14 09:40:00,27
tojinbo-shotaro,Person,2025-07-14 09:40:00,2025-07-14 09:45:00,21
tojinbo-shotaro,Person,2025-07-14 09:45:00,2025-07-14 09:50:00,66
tojinbo-shotaro,Person,2025-07-14 09:50:00,2025-07-14 09:55:00,25
tojinbo-shotaro,Person,2025-07-14 09:55:00,2025-07-14 10:00:00,29
