placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2025-06-01 00:00:00,2025-06-02 00:00:00,9558
fukui-station-east-entrance,Person,2025-06-02 00:00:00,2025-06-03 00:00:00,4758
fukui-station-east-entrance,Person,2025-06-03 00:00:00,2025-06-04 00:00:00,6010
fukui-station-east-entrance,Person,2025-06-04 00:00:00,2025-06-05 00:00:00,6861
fukui-station-east-entrance,Person,2025-06-05 00:00:00,2025-06-06 00:00:00,7174
fukui-station-east-entrance,Person,2025-06-06 00:00:00,2025-06-07 00:00:00,8915
fukui-station-east-entrance,Person,2025-06-07 00:00:00,2025-06-08 00:00:00,10068
fukui-station-east-entrance,Person,2025-06-08 00:00:00,2025-06-09 00:00:00,10767
fukui-station-east-entrance,Person,2025-06-09 00:00:00,2025-06-10 00:00:00,6799
fukui-station-east-entrance,Person,2025-06-10 00:00:00,2025-06-11 00:00:00,5734
fukui-station-east-entrance,Person,2025-06-11 00:00:00,2025-06-12 00:00:00,6170
fukui-station-east-entrance,Person,2025-06-12 00:00:00,2025-06-13 00:00:00,7650
fukui-station-east-entrance,Person,2025-06-13 00:00:00,2025-06-14 00:00:00,7782
fukui-station-east-entrance,Person,2025-06-14 00:00:00,2025-06-15 00:00:00,9280
fukui-station-east-entrance,Person,2025-06-15 00:00:00,2025-06-16 00:00:00,9560
fukui-station-east-entrance,Person,2025-06-16 00:00:00,2025-06-17 00:00:00,7470
fukui-station-east-entrance,Person,2025-06-17 00:00:00,2025-06-18 00:00:00,6305
fukui-station-east-entrance,Person,2025-06-18 00:00:00,2025-06-19 00:00:00,6325
fukui-station-east-entrance,Person,2025-06-19 00:00:00,2025-06-20 00:00:00,6854
fukui-station-east-entrance,Person,2025-06-20 00:00:00,2025-06-21 00:00:00,8350
fukui-station-east-entrance,Person,2025-06-21 00:00:00,2025-06-22 00:00:00,10182
fukui-station-east-entrance,Person,2025-06-22 00:00:00,2025-06-23 00:00:00,10048
fukui-station-east-entrance,Person,2025-06-23 00:00:00,2025-06-24 00:00:00,6926
fukui-station-east-entrance,Person,2025-06-24 00:00:00,2025-06-25 00:00:00,6578
fukui-station-east-entrance,Person,2025-06-25 00:00:00,2025-06-26 00:00:00,7563
fukui-station-east-entrance,Person,2025-06-26 00:00:00,2025-06-27 00:00:00,7305
fukui-station-east-entrance,Person,2025-06-27 00:00:00,2025-06-28 00:00:00,8757
fukui-station-east-entrance,Person,2025-06-28 00:00:00,2025-06-29 00:00:00,11895
fukui-station-east-entrance,Person,2025-06-29 00:00:00,2025-06-30 00:00:00,12213
fukui-station-east-entrance,Person,2025-06-30 00:00:00,2025-07-01 00:00:00,7034
